task_id,has_shadow_delete,has_recovery_disable,has_backup_delete,has_firewall_disable,has_eventlog_clear,has_persist_schtask,has_self_copy,has_process_enum,has_process_kill,has_service_access,has_rm_session,has_dir_enumerate,has_file_encrypt,has_file_rename,has_file_delete,has_crypto_api,has_ransom_note,has_wallpaper_set,has_registry_write,has_network,ord_penum_pkill,ord_penum_svc,ord_penum_dir,ord_penum_enc,ord_penum_ren,ord_penum_note,ord_penum_wall,ord_penum_reg,ord_pkill_svc,ord_pkill_dir,ord_pkill_enc,ord_pkill_ren,ord_pkill_note,ord_pkill_wall,ord_pkill_reg,ord_svc_dir,ord_svc_enc,ord_svc_ren,ord_svc_note,ord_svc_wall,ord_svc_reg,ord_dir_enc,ord_dir_ren,ord_dir_note,ord_dir_wall,ord_dir_reg,ord_enc_ren,ord_enc_note,ord_enc_wall,ord_enc_reg,ord_ren_note,ord_ren_wall,ord_ren_reg,ord_note_wall,ord_note_reg,ord_wall_reg
HN23675,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,1
HN23676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HN23682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HN23683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23685,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,0,,,,,,,,,,,
HN23686,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,0,,,,,,,,,,,
HN23687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HN23695,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,1
HN23696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HN23708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HN23709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23720,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,,0,1,,,,0,0,,,,,,,,1,,,,0,0,,,,0,0,,,,,,,,,,1
HN23721,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,,0,1,,,,0,0,,,,,,,,1,,,,0,0,,,,0,0,,,,,,,,,,1
HN23722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23742,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
HN23743,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
HN23744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HN23748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23755,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
HN23756,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
HN23757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23766,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23767,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23768,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,,1,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
HN23776,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,,1,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
HN23777,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HN23778,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HN23779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23783,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
HN23784,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,0,,,,0,,,,,0,,,,,,,,,,,
HN23785,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
HN23786,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
HN23787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23790,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
HN23791,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
HN23792,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
HN23793,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
HN23794,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
HN23795,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,,1,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
HN23796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HN23800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23802,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,0,,,,0,0,,,,1,1,,,,,,,,,,0
HN23803,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,0,,,,0,0,,,,1,1,,,,,,,,,,0
HN23804,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1
HN23932,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
HN23933,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,0,,,,0,0,,,,1,1,,,,,,,,,,0
HN23934,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,0,,,,0,0,,,,1,1,,,,,,,,,,0
HN23935,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,0,,,,0,0,,,,1,1,,,,,,,,,,0
HN23936,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,0,,,,0,0,,,,1,1,,,,,,,,,,0
HN23937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0
HN23938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
HN23939,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,0,,,,0,0,,,,1,1,,,,,,,,,,0
HN23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
HN23941,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,0,,,,0,0,,,,1,1,,,,,,,,,,0
HN23942,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,0,,,,0,0,,,,1,1,,,,,,,,,,0
HN23943,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,0,,,,0,0,,,,1,1,,,,,,,,,,0
HN23944,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,0,,,,0,0,,,,1,1,,,,,,,,,,0
HN23945,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,0,,,,0,0,,,,1,1,,,,,,,,,,0
HN23946,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,0,,,,0,0,,,,1,1,,,,,,,,,,0
HN23947,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,0,,,,0,0,,,,1,1,,,,,,,,,,0
HN23948,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,0,,,,0,0,,,,1,1,,,,,,,,,,0
HN23949,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,0,,,,0,0,,,,1,1,,,,,,,,,,0
HN23950,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1
HN23951,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1
HN23952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1
HN23953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23956,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,0,,,,,,,
HN23957,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,,,,,,,,,,0,,0,,0,0,,,,,,,,1,,0,1,,,,,,0,0,,,1
HN23958,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23959,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
HN23960,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
HN23961,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,,,,,,,,,,0,,,,0,0,,,,,,,,,,0,1,,,,,,,,,,1
HN23962,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,,,,,,,,,1,1,,1,,1,1,0,,1,,0,1,,1,,0,1,,,,,,0,1,,,1
HN23963,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,,,,,,,,,0,0,,0,,0,0,0,,1,,0,0,,1,,0,1,,,,,,0,0,,,1
HN23964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HN23965,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,1,0,0,0,0,1
HN23966,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
HN23967,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,0,,,,,,,
HN23968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN23969,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
HN23970,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
HN23971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
